input_text,vibe_label,,,,
"Categories: Restaurants, Food, American (New), Wine Bars, Nightlife, Venues & Event Spaces, Bars, Event Planning & Services | Review: Jane is so good! It's my boyfriend's favorite restaurant so we go for pretty much every special occasion. Every server we've had has always been friendly and professional. The food always comes to the table in a timely manner and is hot. The upstairs seating area is so cute and the chicken piccata is the best I've ever had. 

Definitely better to have reservations than to be a walk in as they've been busy every time we've gone.",late_night,,,,
"Categories: Event Planning & Services, Restaurants, Nightlife, Caterers, Italian, Bars | Review: My boyfriend and I were looking for a restaurant for dinner that had great food and a good vibe. A local recommended we try Chase. Unfortunately, Chase was the complete opposite of what we were looking for. Our server was neither friendly or attentive, the manager was busy chatting it up with some friends and playing on his phone the entire two hours we were at the restaurant. I ordered the shrimp piccata, and it was one of the worst meals I've ever had. The pasta tasted like plastic and the sauce had to have been from a can. I would not recommend this place for more than a quick drink at the bar.",late_night,,,,
"Categories: Organic Stores, Caterers, Grocery, Specialty Food, Event Planning & Services, Health Markets, Food | Review: I'm going to start with a 3 rating (average) and add/subtract points based on my experience and we will see where it winds up! 

I found myself shopping here with no mask or gloves during the pandemic and was pleased to find disinfectant wipes by the carts outside. (+1)

I hoped to find some bread flour, but held out little hope, since there was none in town. I couldn't believe my lucky stars to find 4 bags of Bob's organic bread flour plus several other smaller King Arthur bags, which I picked up for a baker friend. That Bob's has kept me baking for 3 weeks now, and I still won't need more flour for another few weeks. (+2)

I followed suggestions from all over, where they recommend you shop for your elderly neighbors. So I had asked all the neighbors around us if I could get some groceries for them. I had lists from 4 families plus us and went about picking up peanut butter, pasta, cheeses, butter, etc. I noticed a sign about being able to buy limited quantities and realized we wouldn't be able to buy everything for our elderly neighbors, if we had to adhere to the limits. So I spoke to the manager and offered to show him the emails from our neighbors with their lists. He hoped to accommodate us and called someone else, above him, I figure. Then, the manager came back and said he was instructed not to waive the limits, even though people are encouraged to shop for their elderly neighbors. The upshot of that was that we were able to get buy most of our elderly neighbors' shopping lists, but we were not able to buy enough for ourselves due to the limits. It was disappointing that the person the manager called wasn't empowered to be flexible during a global pandemic to accommodate someone who was shopping for multiple elderly neighbors. (-2)

Whole Foods has the best big beans on their olive bar. Much better than Lazy Acres' big beans. I was thrilled to find some. But the damn bagger obviously didn't care about his work. I got home and found the plastic tub of beans had been put on its size on the bottom of the paper bag, next to fresh tomatoesalso packed under boxes of pasta and cans of beer. The tomatoes were bruised and broken, and worse, the marinated beans had leaked their oily vinaigrette all over the bottom of the grocery bag, onto the back of my car, and all over several pasta boxes and Italian paper packages of pasta that my neighbors had ordered. It was embarrassing taking greasy soiled packages of pasta to my neighbors, because the bagger didn't care. (-1)

Looks like we found our way back to a 3.

7/22/20 I'm adding another point, because of my recent shopping experience at Whole Foods. I was trying to get in and out quickly and just as I was getting in the checkout line, I remembered I had forgotten to get fancy crackers. I steered my cart towards the wine and cheese section and zipped around the corner into wine and BLAMO! I slammed into a display of cases of rosé that were stacked just shy of the end aisle. I knocked over an open case and the 5-6 bottles that were on top of the stack.

It's hard to say how many bottles of rosé I broke all over the floor of the wine section. More than 5, less than 10. 

It was horrifying as staff came running and all the customers in the long checkout line glared at me through their masked faces. I apologized up one side and down the others, offering to pay for my damage. I offered the guy cleaning it up. I offered the woman who closed off the area. I offered the manager. I offered the cashier. Everyone was unbelievably kind and insisted I not worry about it. ""It happens all the time,"" they said, but I can't imagine they are ankle-deep in rosé that often. So, I'm adding a point back. 

We're now at 4.",late_night,,,,
"Categories: Seafood, American (New), Sandwiches, Steakhouses, Restaurants, Bars, Nightlife | Review: My wife and I both work in the restaurant industry and have become accustomed to a certain level of quality when choosing to dine out. We could not speak higher of the service and food perfection we received from Opal. It is so difficult to celebrate special occasions during quarantine, and they were willing to go above and beyond to help us make our day exceptional. We both ordered the filet, and it was cooked to perfection! The kitchen team was kind enough to plate our meal into special containers, so it did not appear as ""to-go food"" and instead as we would see it if we were to dine in. Thank you so much for helping us celebrate our one year anniversary! Excellent guest service!! YUM!",late_night,,,,
"Categories: Restaurants, Cafes, Food, American (New), Diners | Review: We always enjoy having lunch outside and the wonderful food- absolutely fantastic food and atmosphere!",study_spot,,,,
"Categories: Sushi Bars, Szechuan, Cantonese, Restaurants, Chinese | Review: I have given this place a few tries and every time I am disappointed. Food is comparable to Panda Express, while also being overpriced.",late_night,,,,
"Categories: Restaurants, Bars, Caterers, Mexican, Salad, Event Planning & Services, Desserts, Food, Nightlife | Review: Average Mexican food.  Had a carnitas burrito, and it was amazingly small, half of the typical size of most places.  Meat was more just basic pork than the expected blend of soft plus crunchy diversity expected in carnitas style pork.",late_night,,,,
"Categories: Restaurants, Food, Breakfast & Brunch, Bakeries | Review: Great breakfast.   Fresh naked breads.   Brioche French toast.   And good service.   We well be back!",family_friendly,,,,
"Categories: Cocktail Bars, Fish & Chips, Nightlife, Seafood, Restaurants, Bars | Review: Great service!  Clam chowder better than what I have had in Boston.  Fish and Chips light and crispy.  Incredible view!  Great for solo eaters as they have a fantastic bar overlooking the harbor.  I will be back!",late_night,,,,
"Categories: Restaurants, Vegetarian, Tex-Mex, Sandwiches | Review: Delicious food, good prices. A lot of healthy and vegetarian options. Their tofu is delicious. They have two large patios for outdoor dining and it's usually not crowded.",casual_hangout,,,,
"Categories: Nightlife, Bars, Tiki Bars, Cocktail Bars | Review: Kind of underwhelming. Very awkward bar arrangement and very tight layout. Not a comfortable place to be for very long. I liked the Mai Tai though.",late_night,,,,
"Categories: Seafood, Venues & Event Spaces, Cocktail Bars, Restaurants, Nightlife, Breakfast & Brunch, American (Traditional), Event Planning & Services, Bars, American (New) | Review: During these COVID times we are eating on sidewalks of busy street and patios being set up on side streets. This should be a red flag during normal times but right now, somehow this place pulls it off and makes it still seem warm and inviting. We had a reservation for 8. Arrived a few minutes early and checked in. This place was busy, 90 minute wait if you didn't have a reservation. We were seated within 10 minutes. We were seated on the side of the building, on a side street, that was roped off. The makeshift patio had large flower pots and patio heaters.  The lighting was perfect. 
We stated with oyster on a half shell and calamari fritti 6 oysters 2 types of oysters. The oysters were really good. The calamari was good, it probably could have used 30 seconds more in the fryer. I like mine with more crunch, but the calamari was seasoned perfectly and the aioli was really good. 
My daughter had the fisherman's platter. Whitefish, shrimp and scallops served with fries and coleslaw. She loved it. Her friend had the lobster Mac and Cheese. It was the bomb. The top had a toasty panko crust, the Mac and Cheese remained creamy underneath. A really solid dish. I had the lobster roll with chips. The roll was amazing. Nice big chunks of lobster and bread. It was really good, the bread was soft but held up to the lobster. The sandwich had a ton of lobster. 
Overall a great experience. Would definitely recommend to everyone. They have a burger, steaks and chicken on the menu for the non fish eaters.",late_night,,,,
"Categories: Nightlife, Restaurants, Steakhouses, Bars | Review: I had dinner there 3/31/21 sat outside had the rib dinner truly a great dinner at reasonable prices. Had the best service I have had in a very long time. The waitress was very attentive and didn't even have to ask for a refill on my drink. I would recommend this place to anyone looking to have a great dinner out.",late_night,,,,
"Categories: Breakfast & Brunch, Diners, Restaurants, American (Traditional) | Review: Good breakfast and lunch in an intimate, cute environment. Make sure you're in no hurry when you come here though. Service is friendly but rather slow. 

On this trip I noticed a couple updates to the menu. They now offer several gluten-free specials and a small selection of local beer.",late_night,,,,
"Categories: Delis, Gluten-Free, Fast Food, Salad, Sandwiches, Restaurants | Review: This place is on an poppin in downtown Santa Barbara and we came at the right time before the line behind us was out the door. I decided to make my own sandwich and got pastrami on sourdough with pickles and mustard. 

My girlfriend got the turkey club and it looked really good. With a bag of chips each, a strawberry lemonade and a classy glass bottle of coke, we took it outside and ate happily in the sun.",late_night,,,,
"Categories: Breweries, Restaurants, Sports Bars, Nightlife, American (Traditional), Food, Bars | Review: I love to play pool here. The games are only a dollar and they have like 5 tables.  They also have shuffle board and the buck hunter game. Great selection of unique beers. I almost always go for the state street stout which is delicious. Come here for pool and yummy beer",late_night,,,,
"Categories: Ice Cream & Frozen Yogurt, Food, Desserts | Review: Place has been there forever, a Santa Barbara treasure.  Not sure if the owner has a bunch of daughters or he just doesn't like dudes but strangely I have never seen a guy behind the counter, just a random observation.  Now to the ice cream...  Salted Caramel Chip belongs in a class by itself.  Just the thought of it makes me want to cry.  Yes the ice cream is more money, but what other food can bring you to tears, joyful tears.  Don't try this ice cream if you're not able to commit.  It's the simply the best.  Consider yourself warned.",late_night,,,,
"Categories: Wine Tasting Room, Food, Wineries, Arts & Entertainment | Review: Awesome wine. Great atmosphere. Fun, knowledgeable staff. One of the only places we came across that actually have just a flight of red wine. And this was one of the top recommended spots to hit up along the urban wine trail",casual_hangout,,,,
"Categories: Event Planning & Services, Caterers, Sandwiches, Bars, Steakhouses, Delis, Nightlife, Burgers, Cafes, American (New), Restaurants, American (Traditional) | Review: I ordered the Petite Filet Mignon. Was very disappointed when it arrived because it was smaller than the diameter of a soup can, and less than 1/2"" thick. It also was over cooked and dry as a bone. Keep in mind, it was $21.95. I jokingly referred to it as ""my piece of shoe leather"" throughout dinner. Joking aside, I am disappointed that Jill's has become like most most other restaurants in SB: overpriced for the quality and quantity. This used to be my go-to steak place, and in my 10+ years of patronizing Jill's, never did the petite filet come in such a small portion size. Any upstanding steakhouse shouldn't even serve a portion that small. 

Other disappointments include the low quality wine served during happy hour and the overlooked rice pilaf, which had clumps of stuck together rice balls in it where they seemingly scraped out the bottom of the pan.",study_spot,,,,
"Categories: Restaurants, Nightlife, Mexican, Bars, Breakfast & Brunch | Review: Absolutely delicious best margaritas in Carpinteria great Tex-Mex Mexican food. Be ready for large portions and tons of cheese. I love this place.",late_night,,,,
"Categories: Wine Bars, Restaurants, Gluten-Free, French, Bars, Nightlife, Creperies | Review: Exquisite and authentic French cuisine. It's away from the busy hustle and bustle of State Street, so it's not too crowded and the food is very quick. The server was very nice, and our crépe, the Savoyarde was a simple combination of eggs, brie, French greens, and prosciutto resulting in a warming rich and flavorful experience. Very very good salad came with the food as well! Can't wait to come back",late_night,,,,
"Categories: Restaurants, Soup, Japanese, Sushi Bars | Review: They close for lunch at 2:30pm but stop taking takeout orders before 1pm? They re-open at 5:30pm but don't accept takeout orders until 6:30pm?? 

Not good for lunch.",late_night,,,,
"Categories: Nightlife, Bars, Cocktail Bars, Food, American (New), Desserts, Restaurants | Review: I can't rave enough about how great this place is! We started with the deviled eggs - so good! Even had a piece of bacon sticking out of them. Brussel sprouts were to die for - such a great flavor. Next came the heirloom tomato salad. Everything was so fresh! Finished off with the risotto. Fresh peas, grilled fennel. My only regret was not saving room for dessert!!",late_night,,,,
"Categories: Food, Italian, Pizza, Fast Food, Gelato, Chicken Wings, Sandwiches, Salad, Restaurants | Review: SUCKS FOR CELIACS!
I love pizza and as a celiac (who CAN NOT have ANY gluten) have been thrilled that more and more places are offering gluten free pizza. Although they offer a gluten free dough at Persona, none of their practices reflect any awareness of cross contamination. They place the pizza in the oven on the same stone as all other pizzas even though there are trays available inches away. Then when I asked the black bearded douchebag operating the pizza oven if they take gluten free precautions he assured me ""Oh yes, I thoroughly clean the oven...it's my job blah blah blah"" As I watch him using the same oven surface without a tray, same tools everything and thoroughly contaminate what could have been gluten free pizza. To top it off it appeared that some follow up comment from BBD seemed to amuse the staff as I walked out. Wonder if it was gluten related. I get that a pizza place is not the safest place for a celiac and it may be a pain to accommodate. So maybe just don't even offer gluten free dough or like Dominoes use a major disclaimer that you can't guarantee it to be allergy safe or learn decent practices. Also, according to those who ate it (who are used to eating gluten free with me) the dough sucked anyway, chewy and rubbery. Guess I'll be keeping loyal to Pizza Rev from now on and suggest other celiacs do the same.
*Wondering how visible this review will be since I know poor reviews can get buried, for a price.",date_night,,,,
"Categories: Restaurants, Persian/Iranian, Caterers, Event Planning & Services, Sandwiches | Review: The sandwiches are solid, nothing spectacular. If you are looking for a basic turkey and avocado sub they can definitely serve you. They have surprisingly good ranch dressing and barbecue sauce",late_night,,,,
"Categories: Restaurants, Bars, Breakfast & Brunch, American (Traditional), Nightlife | Review: This is our Family's ""Go to"" spot for breakfast!  The food is excellent...equally important, the service is outstanding, prompt, and attentive. 

My Mom and I decided to try it for dinner last night and I'm sorry to say that it was the exact opposite   We were ignored,  and after getting our water and waiting 10 minutes, I had to get up and ask for a waitress!  Instead of serving our wine while we waited for our meal to be prepared,  I had to again get up, find our waitress,  and ask for our drinks.   

Bottom line;

Good Food
Horrible Service 
Very Disappointing",late_night,,,,
"Categories: Restaurants, Soup, Salad, Thai | Review: Okay, so recently I had the chance to eat here again through delivery. I had the pad prik king and then my husband had the curry something or other. The spices were done nicely they added heat without diminshing the flavor. I like that they offer brown rice. i am upgrading my review based on my last experience.",casual_hangout,,,,
"Categories: Mexican, Tacos, Restaurants | Review: For simple mexican food it is delicous and a great value. To the point, no frills. I will continue to go back for more!",casual_hangout,,,,
"Categories: Irish Pub, Nightlife, Bars, Pubs | Review: ""Maybe this isn't the bar for you"" - the bartender 
""That's funny.. you're playing Lindy Hop & Swing music so I assumed this was a place with courtesy and class.. did I get that wrong?"" - me

""Can I get a straw?"" - me
""Straws are illegal in California."" - the bartender 
""That's funny because every other place in California you can give me a straw if I ask for it."" - me
""Yeah well that's what it is."" - bartender 


The Bartender here on Saturday night was surprisingly rude. Doesn't deserve any tips and apparently doesn't like repeat business.",late_night,,,,
"Categories: Wine Bars, Restaurants, Indian, Australian, Bars, American (New), Nightlife | Review: So I think I was thinking this restaurant would be like their sister restaurant in NYC.  It was not!!  The overall service was very disappointing.  We ordered the tandoori chicken (outstanding) Dal, rice, Naan.  No comment cause I never ate it and only got it because I had to ask for it three times.  So really how long does it take to deliver Naan when it was going out to every  table around us.  

So I'm visiting from the east coast and yes we can be demanding but really.  Why would you serve your chicken and not get your rice and dal until 45 mins later... their excuse we serve in courses....REALLY!!!  Haha. Not until I tried to cancel the food did it show up and the then truth came out that mess up in the kitchen and we were the luck ones that felt the brunt.  The manager was finally apologetic but all I had for dinner was chicken thighs.  SMH.   

Maybe just a bad night but I don't know if my next trip to SB will have this on my list.   Take your chance and maybe it was just my bad luck.",late_night,,,,
"Categories: Food, Japanese, Sushi Bars, Do-It-Yourself Food, Restaurants | Review: So happy to have found a comfy weeknight sushi spot in SB after being here for two years! Sushi dinner fix for $13 - not bad at all!

I had the rainbow bowl with white rice and a seaweed salad. The bowl is like a deconstructed rainbow roll fish was very good, you have a choice of sauces. Lots of choices (salad, bowl, wrap) build your own or order off the menu but all the same basic staples.

Service was great would have snapped a photo but it's all gone :)",late_night,,,,
"Categories: Restaurants, Bars, Caterers, Mexican, Salad, Event Planning & Services, Desserts, Food, Nightlife | Review: Great food, great service at a fair price.  Best Mexican food in town by far.  Always happy to bring out of town visitors to dinner here and for special family occasions.",late_night,,,,
"Categories: Bars, Burgers, Restaurants, Nightlife, Sports Bars, American (New) | Review: Great place, this is my new hangout spot with my dad on the weekend, I love this place.",late_night,,,,
"Categories: American (Traditional), American (New), Breakfast & Brunch, Restaurants, Seafood, Vegetarian, Nightlife, Event Planning & Services, Bars, Venues & Event Spaces | Review: Really good Wings, and a few good pizzas. Overall though, this place feels a bit rushed and just kind of meh... Don't get me wrong, the service is friendly, but standard, and the food is hit or miss for sure. A bit too pricey for what you get in my opinion. I think they should have spent a tad bit more time at the drawing board before rushing to launch this last year. Oh and one last thing: this place WOULD be great for Football Sunday's on the patio, but they only have ONE tv... I get that tv's don't always fit in with a concept, but I think that's a mistake in the case of benchmark.",late_night,,,,
"Categories: Food, Restaurants, Bakeries, Mexican, Breakfast & Brunch | Review: This bakery is a great stop for traditional mexican pastries. They have a nice selection of sweet breads, cookies, etc. Every thing I've had there has been perfectly fresh and delicious. Their orejas are especially good! The folks behind the counter are always polite and helpful, too.",study_spot,,,,
"Categories: Bars, Burgers, Restaurants, Nightlife, Sports Bars, American (New) | Review: Consistently good food. Great place for families. We've tried everything, but really like their nachos, burgers and milkshakes.",late_night,,,,
"Categories: Restaurants, Specialty Food, Do-It-Yourself Food, Seafood Markets, Food, Caterers, Seafood, Breakfast & Brunch, Event Planning & Services | Review: I just ate the best fish tacos I've ever had with a fantastic beer. Also the hummus is delicious. We were able to sit on a beautiful patio with our dog. I love this place.",late_night,,,,
"Categories: Coffee & Tea, Food, Coffee Roasteries | Review: Great hip coffee with two locations in Santa Barbara. They use Verve coffee beans from Santa Cruz. 

// PARKING // Street or public lots. 

// FOOD // 
     + Shakerato: Had to try their famous drink. 2 shots of espresso shaken in a shaker with ice and simple syrup. It is served in a small cappuccino cup over some ice. It is very bold without being too strong. If you are someone who likes to sip on a drink for a long time though, this is not for you because it is about half a capuccino cup max in terms of quantity. 
    + Iced coffee with soy milk: Creamy with bold coffee flavor. Reminiscent of Joe's Coffee in NYC

*Their other location has a small parking lot.",late_night,,,,
"Categories: Restaurants, Chicken Wings, Sandwiches, Breakfast & Brunch, Pizza, Burgers | Review: We really want to like this place. We have been here about 5-6 times and the food is really good. Our troubles have been with the inconsistency in quality of service. A couple times I waited north of an hour for a carry-out order, which was incorrect once we got it. Other times we were unable to even connect with them on the phone to place an order. We also had a bad experience with the food being poorly prepared...just really sloppy and only a few items of each ingredient...very inconsistent with what we had before. If this place can get their customer service in order, we will probably keep coming back, because the food is really good.",family_friendly,,,,
"Categories: Restaurants, Salad, Soup, Sandwiches, Breakfast & Brunch | Review: I tried to think of something about this place that I didn't like and I couldn't. They have a wonderful variety of sandwich options including goat cheese and some wonderful bread options. The service is fast, friendly and efficient even with a line out the door. And they have Limonata in a can!!",family_friendly,,,,
"Categories: Coffee & Tea, Food, Bagels, Breakfast & Brunch, Restaurants | Review: Congratulations Jack, you are famous!   

I had a few minutes to nip in and grab a bagel and shmear so I went to Jack's   My son had burned 9 gigs of my iPhone data the first six days of the new month so I am always on the hunt for Wi-Fi to keep my bill under a grand!    No Wi-Fi? thanks Jack!   I am always surprised by places like this with no internet!   They told me it keeps college kids away.   Is that their goal?  To keep people away?  Oh well, it will keep me away, others too.   

Since I couldn't use my phone I figured I would just watch golf or whatever was on the TV.  Oh it was an infomercial!  About acne.   Ewww eating my bagel watching pimple faced teenagers on the TV.   Great subject for a food place.   Maybe that is designed to keep people away too.  

So if you want to make Jack happy, don't go there!   Seems to be their what they are striving for.",family_friendly,,,,
"Categories: Restaurants, Food, Breweries, American (Traditional), Brewpubs | Review: Although the food was decent and the beers weren't terrible, I still can't get over how indifferent the staff is.  The hostess almost acted overtly pissed that I said I was going to sit at the bar (I was dining by myself).  The bartenders, although not as pissy, were very pretentious, consistently making snide comments about different patrons to each other.  Most likely I will steer clear.

If you do make your way in,  the mussels appetizer was very good, and the meatloaf was better than most.


Edit Note--  a new to me bartender(female) helped me finish out the night and was heads and tails better than the others.  She was very knowledgable, friendly, and professional.",late_night,,,,
"Categories: Italian, Restaurants | Review: LOVE love love this place for the food the impeccable atmosphere. The fresh made pasta and the prosciutto wrap pear appetizer. The staff is friendly and happy to serve. I always choose this place as my choice for food when I want something amazingly tasty. Pasta Pasta Pasta!!",casual_hangout,,,,
"Categories: Salad, Restaurants, Vegetarian, Chicken Shop, Chicken Wings, Sandwiches, Nightlife | Review: Wingman Rodeo. Where do I start? I asked the server what were some good options. He said ""Everything is bomb"" I ordered bone in an boneless chicken as anyone would while reviewing a fried chicken joint. To my disappointment, the chicken was cold, hard, and overcooked. The sauces were lackluster and bland. The charge for $1.50 per wing is absurd given the quality. The Mac and cheese had no cheese flavor. was grainy and bland. The extra charge for dipping sauce is also pretty ridiculous. Despite all of this  I finished my meal and was immediately greeted with the feeling that I would soil my pants. Do better. $34 dollars for 10 wings a side Mac n cheese and a beer is crazy given how awful they taste and how cold the food is.

The fries are good.",late_night,,,,
"Categories: Burgers, Cafes, Restaurants, Mexican, American (Traditional) | Review: Hubs and kids and I started going to Cal Taco about 15 yrs ago, and have since moved to the East coast and back. Off and on over the yrs we stop in for a bite and see how the place is doing. I was especially curious because of the great reviews. We went today for lunch before hubs flew to NYC for business. We only had about 45 minutes before we had to schlep him to the airport (looove the convenience of living 5 minutes from the aiport, and hubs always flies out from here and connects via LAX or Phoenix). 

Sundays are $1.89 charburger specials. We got a couple of those, some fries, a double char with cheese, fish tacos, and steak tacos. The place was packed, but we managed to get a booth quickly and somehow squeezed two parents and 3 young adults into a four seater. The food took just a few minutes and was solid overall. Aside from the fries which were warmish and sorta limp, we were all satisfied. The chars are smallish but satisfy for those who don;t want to pig. My son who had the double with cheese said he was stuffed and couldn't finish the last two bites which I brought home for the dog who was highly appreciative. BTW my son said even though the char was great, the Habit's is slightly superior. (And I hafta say, Habit's fries are better, too).

My other son who got the fish tacos said they were great--and he is extremely picky. He ordered two at $3 apiece. They came on soft corn tortillas with decent sized pieces of grilled fish, shredded romaine, tomato cubes and shredded jack. They were delish enough that he didn't even use the salsas from the salsa bar--a fairly wimpy green tomatillo and a tomatoey/cilantro one that was flavorful but not at all spicy. Half a point off because even though this place is not truly authentically Mexican, they shouldn't call themselves Cal-""Taco"" and not offer at least one kick-ass salsa. The steak soft tacos, at $2.75 apiece were perfectly acceptable and came exactly as the fish ones, but with cheddar cheese. 

The crowd was low-key, Goleta, beach-casual. Strictly shorts and Ts. Families, couples, just a nice mix. The service is friendly and efficient, atmosphere nice and breezy on a beautiful summer day, with the option of eating outdoors on their little patio. 

I would like to go back and try their teriyaki chix sandwich since people rave about them.  All in all, a perfectly acceptable experience but didn't knock my socks off. Maybe next time.",study_spot,,,,
"Categories: Cocktail Bars, Lounges, Nightlife, Bars | Review: Best cocktails I've ever tried. If you love cocktails The Good Lion is the best place you can find in Santa Barbara. The only problem is that the place itself is small so we don't go there more than 4 people. 
They also can make great cocktails (not from the menu) based on what kind of cocktails and alcohol you like. Feels like they really know what they are doing! Drink cocktails and enjoy",late_night,,,,
"Categories: Bars, Burgers, Restaurants, Nightlife, Sports Bars, American (New) | Review: I've eaten at Islands on average once a week for past year but will no longer frequent this establishment in Santa Barbara.  The last three times have been a serious challenge culminating with my last visit.  A male server at the bar, who has been working there for a long time, and who has a habit of engaging in long animated conversation with customers, which causes serious neglect of other customers, did it one too many times. After receiving my drink, I sitting there with the menus, attempting to get his attention, waiving at him, only to have look ""through me"", all the while laughing and chatting it up with a young lady 15 feet down the bar.  After what seemed like 10 minutes I stood and started waiving both arms and saying ""excuse me"".  Once He came my way, he just didn't appear to care. I will most likely not go back even though they have great food at good prices.                  

March 23rd. Very interesting conclusion to my experience that day; management at Islands sent me an email within two hours expressing their concern and were serious about making me feel that they were going to make sure none of their guests would have a similar experience. They assured me that the manager of this Islands would reach out to me. That never happened. You be the judge!!!",late_night,,,,
"Categories: Restaurants, Japanese | Review: Chirashi bowl-rice was pretty good-B
Teriyaki Chicken-too much sauce-C
Pork Cutlet-meat is tough and fried outisde comes off-C
Tonkasu Ramen-okay but it should be called Cha-Shu Ramen instead-B",casual_hangout,,,,
"Categories: Cocktail Bars, Fish & Chips, Nightlife, Seafood, Restaurants, Bars | Review: We arrived Monday around 8pm and seated right away. Place can get busy so expect to see wait staff running around; little too fast.Nice cold beers... Order was easy. Grilled sword fish; lack of seasoning and not cooked well in the middle as cut was little thick maybe 2 1/2 inc. lots of cole slaw and pilaf rice was ok (i almost liked the rice but little dry), fish and chips; beer batter was good but missing the fish inside; i was expecting little more fish... lots of cole slaw again and too much chips. Ceviche was too big; red snapper was okay in there; seems like they make a lot of these as it was like mash . Service was attentive, bus boys were nice kids, ambiance was good. Food gets 3 stars..",late_night,,,,
"Categories: Wineries, Food, Restaurants, Arts & Entertainment, Festivals, Food Stands | Review: Not sure Nancy T really attended our fest. But not true. Plenty of food and other options of vendors. Seems to be the only unhappy person. Oh well can't satisfy everyone. Cheers y'all.  See you in SB in July 2019",casual_hangout,,,,
"Categories: Seafood, Restaurants, Hawaiian, American (New), Breakfast & Brunch | Review: Excellent, Stone Crab Claws, Crab Cakes, and Tuna Poke, in that order!  Very pleased with our lunch and service was great with amazing location.  Excited to go back.  Only improvement I would suggest would be some fans inside and/or air curtains to keep the flying insects outside.  The Stone Crab claws were SO sweet and fresh and very fairly priced, it was the best meal we had in Santa Barbara on vacation. Great to be laying on the beach one minute, and having great seafood the next.  Highly recommended!",late_night,,,,
"Categories: French, Food, Restaurants | Review: Tried Relais for the first time last night.  Definitely a fan.  The space is not huge, the ambiance is nice (although I would prefer it just a tad bit darker).  Bartender Andy has pujt together a great drink menu; every one we tried was creative and tasty.  There's a limited but very good beer selection (Chimay, Delirium Tremens, Lindemans etc.).  We started with the asparagus which was good, and accompanied by two tasty dipping sauces.  We also tried the mussels which had an excellent garlic flavor; possibly the most flavorful mussels we've ever had (and the broth with bits of garlic was great for bread-dipping).  Next we tried the onion soup.  My wife thought it was a little short on cheese, but we both agreed the flavor was very good.  The dinner salads were good but not great, just a little plain (although the dressing was nice).  My wife tried the steak and fries and thought they were excellent (I tried both and agree).  Yummy fries, tender steak, and a great but not too heavy sauce.  I tried the vegetarian dish and was not quite as impressed by the flavor, although I suppose there are limits to what you can do with baked veggies.  We finished with one of the chocolate deserts.  Can't remember what it was called, but it essentially was a chocolate molten lava cake, very good.  

We ate at the bar, so I can't speak to the service other than to say Andy was great, and took excellent care of us.

In short, this is probably closer to a 4.5 star review than 5, but I'm rounding up as 4 just feels too low.  There's a lot to like about Relais!",late_night,,,,
"Categories: Nightlife, Bars, Cocktail Bars, Food, American (New), Desserts, Restaurants | Review: The Lark is really as good as it gets. Great atmosphere and right in the middle of the funk zone. The food was amazing. We had the cheese fritters, burrata, deviled eggs, crispy brussel sprouts and the Pork Chop and I would order them all again.",late_night,,,,
"Categories: Beer Bar, Sports Bars, Pubs, Bars, Restaurants, Cocktail Bars, Gastropubs, Nightlife, Tapas Bars | Review: I was looking for a nice spot downtown to watch a game with good food and a good beer selection. The food and drinks were great but what was even better was the service. Every employee was super friendly and helpful and made for a great time!",late_night,,,,
"Categories: Restaurants, Mongolian, Chinese | Review: I'd give it .5/5 stars if I could. But anyways, the food left much to be desired. I ordered simple chowmein and fried rice and to be honest I could make it at home and have it taste much better.   Sadly, my plate was probably the best from the my party. 
 Now, the service was  extremly cold and uncomfortable.

Please, DO NOT waste your money or your time here.  The food was terrible, and so was the service. Next time, panda express!",group_friendly,,,,
"Categories: Restaurants, Barbeque | Review: This used to be a reputable bbq establishment, but has gone downhill. I ordered a sandwich and only received half of it. Not to mention, the restaurant was empty when I showed up, which should leave little room for error. They did get me a whole new sandwich, so that was nice. Tip: stick to Mexican food when in SB/Goleta.",late_night,,,,
"Categories: Dive Bars, Bars, Lounges, Nightlife, Pool Halls, Sports Bars | Review: It's a dive, but the cheapest drinks in town!  I wandered in there with a couple friends, had a few rounds and we had to question the bartender that our tab was correct.  Impressive.",late_night,,,,
"Categories: Restaurants, American (New), Seafood, French | Review: Was hoping this place was going to be amazing, as it was our big Saturday night dinner in SB. It was solid, but not the meal I had been anticipating. The menu varies, featuring local ingredients, which I think is great...but it was VERY limited. My friend is a pescetarian and she only had one entree option. I opted for the gnocci with beef cheeks, which I assumed would be gnocci with a beef ragu. Instead it was six gnocci in a beef stock with large chunks of beef cheeks. The beef was tasty and tender, but the gnocci were literally flavorless, so that was disappointing. Also, for the prices they charge (which aren't crazy but aren't cheap), it was expecting a little better decor and ambience, and maybe a bathroom that's not through the kitchen. Like all the way. In the room where they wash the dishes.",casual_hangout,,,,
"Categories: Restaurants, Breakfast & Brunch, Latin American, Mexican, Seafood | Review: La Gringa quesadilla is my single favorite menu item in Santa Barbara. The tortillas made from scratch the moment before they're used should be in some kind of tortilla hall of fame. They are flaky to the point of essentially being a pastry, the inner flakes absorbing the pork juices while the outer flakes keep the shell safely crispy. A touch of cheese, some marinated pork with just the right combination of spice, savory, and tang, topped with chopped onions and cilantro and you will never think about a quesadilla the same way again. Someone else described what they had here as an ""explosion of flavor"" and I couldn't describe the first bite of La Gringa any better. 

Everything else I've had here is great as well - try the salad with quinoa and watermelon.",late_night,,,,
